,the_geom,School_ID,Short_Name,Address,Grade_Cat,Lat,Long,Comm_Area
0,POINT (-87.6266211792559 41.81924917367548),610590,BRONZEVILLE CLASSICAL,8 W ROOT ST,ES,41.81924917,-87.62662118,38
1,POINT (-87.64556149971644 41.907796795867235),400113,CICS - CHICAGOQUEST HS,1443 N OGDEN AVE,HS,41.9077968,-87.6455615,8
2,POINT (-87.55990690211836 41.74267138259229),400168,GREAT LAKES,8401 S SAGINAW AVE,ES,41.74267138,-87.5599069,46
3,POINT (-87.63756486350432 41.91389953306062),610033,LASALLE,1734 N ORLEANS ST,ES,41.91389953,-87.63756486,7
4,POINT (-87.73599882158203 41.92791840313385),609716,KELVYN PARK HS,4343 W WRIGHTWOOD AVE,HS,41.9279184,-87.73599882,20
5,POINT (-87.6069799087892 41.73013138496663),400150,YCCS - CHATHAM,9035 S LANGLEY AVE,HS,41.73013138,-87.60697991,44
6,POINT (-87.7240426330541 41.9939423332521),610182,SOLOMON,6206 N HAMLIN AVE,ES,41.99394233,-87.72404263,13
7,POINT (-87.7317773871337 41.860517738550094),610005,HUGHES C,4247 W 15TH ST,ES,41.86051774,-87.73177739,29
8,POINT (-87.67188730719722 41.790591287271845),609986,HENDERSON,5650 S WOLCOTT AVE,ES,41.79059129,-87.67188731,67
9,POINT (-87.68784229508248 41.87467299509577),610571,OMBUDSMAN - WEST HS,2401 W. CONGRESS PKWY,HS,41.874673,-87.6878423,28
10,POINT (-87.73119286567511 41.84560242225679),609870,CORKERY,2510 S KILDARE AVE,ES,41.84560242,-87.73119287,30
11,POINT (-87.76714284601218 41.90679057463541),610235,YOUNG ES,1434 N PARKSIDE AVE,ES,41.90679057,-87.76714285,25
12,POINT (-87.70419859112478 41.81106861004231),610170,COLUMBIA EXPLORERS,4520 S KEDZIE AVE,ES,41.81106861,-87.70419859,58
13,POINT (-87.68326359189952 41.975894300746795),609852,CHAPPELL,2135 W FOSTER AVE,ES,41.9758943,-87.68326359,4
14,POINT (-87.74009743580562 41.80757850768547),400009,GLOBAL CITIZENSHIP,4647 W 47TH ST,ES,41.80757851,-87.74009744,56
15,POINT (-87.58958949846885 41.73313231350861),610312,MCDOWELL,1419 E 89TH ST,ES,41.73313231,-87.5895895,48
16,POINT (-87.64488797547315 41.857207856770316),400134,YCCS - ADDAMS,1814 S UNION AVE,HS,41.85720786,-87.64488798,31
17,POINT (-87.73166568492086 41.74710687938422),610185,STEVENSON,8010 S KOSTNER AVE,ES,41.74710688,-87.73166568,70
18,POINT (-87.66220943342512 41.85884887593743),610013,PILSEN,1420 W 17TH ST,ES,41.85884888,-87.66220943,31
19,POINT (-87.63895772518782 41.66487335006054),610091,BROWN R,12607 S UNION AVE,ES,41.66487335,-87.63895773,53
20,POINT (-87.72204165467052 41.80306020749633),609756,CURIE HS,4959 S ARCHER AVE,HS,41.80306021,-87.72204165,57
21,POINT (-87.75332487133475 41.872885005780745),610244,CLARK HS,5101 W HARRISON ST,HS,41.87288501,-87.75332487,25
22,POINT (-87.64676673439087 41.73412547292367),610369,JACKSON M,917 W 88TH ST,ES,41.73412547,-87.64676673,71
23,POINT (-87.55648708347297 41.759748640064636),400175,CAMELOT - EXCEL SOUTH SHORE HS,7530 S SOUTH SHORE DR,HS,41.75974864,-87.55648708,43
24,POINT (-87.66866060376516 41.912357908092105),609828,BURR,1621 W WABANSIA AVE,ES,41.91235791,-87.6686606,24
25,POINT (-87.66915866998328 41.68941960633778),609908,ESMOND,1865 W MONTVALE AVE,ES,41.68941961,-87.66915867,75
26,POINT (-87.71866612901145 41.870742162716034),609954,GREGORY,3715 W POLK ST,ES,41.87074216,-87.71866613,27
27,POINT (-87.69494501175214 41.899376573212),400022,CHIARTS HS,2714 W AUGUSTA BLVD,HS,41.89937657,-87.69494501,24
28,POINT (-87.68380143063956 41.9184862785648),610138,PULASKI,2230 W MCLEAN AVE,ES,41.91848628,-87.68380143,22
29,POINT (-87.76104831560825 41.920059399819515),609679,PROSSER HS,2148 N LONG AVE,HS,41.9200594,-87.76104832,19
30,POINT (-87.66722708445168 41.85603119276117),609867,COOPER,1624 W 19TH ST,ES,41.85603119,-87.66722708,31
31,POINT (-87.574815637322 41.74827412767004),610052,MANN,8050 S CHAPPEL AVE,ES,41.74827413,-87.57481564,46
32,POINT (-87.6475771651966 41.70660285984552),610128,GARVEY,10309 S MORGAN ST,ES,41.70660286,-87.64757717,73
33,POINT (-87.7109873318466 41.79234608462285),610226,SANDOVAL,5534 S SAINT LOUIS AVE,ES,41.79234608,-87.71098733,63
34,POINT (-87.71105882217729 41.79520055536741),610543,SOLORIO HS,5400 S ST LOUIS AVE,HS,41.79520056,-87.71105882,63
35,POINT (-87.81116978484948 42.004407921975805),609899,EBINGER,7350 W PRATT AVE,ES,42.00440792,-87.81116978,9
36,POINT (-87.55714197102567 41.754365132036085),609806,BRADWELL,7736 S BURNHAM AVE,ES,41.75436513,-87.55714197,43
37,POINT (-87.70204158577978 41.86414856767653),610499,COLLINS HS,1313 S SACRAMENTO DR,HS,41.86414857,-87.70204159,29
38,POINT (-87.7104924284939 41.95089127550272),400027,CICS - IRVING PARK,3820 N SPAULDING AVE,ES,41.95089128,-87.71049243,16
39,POINT (-87.65728743906132 41.92320352237399),610059,MAYER,2250 N CLIFTON AVE,ES,41.92320352,-87.65728744,7
40,POINT (-87.6921150637715 41.78090389857652),610057,FAIRFIELD,6201 S FAIRFIELD AVE,ES,41.7809039,-87.69211506,66
41,POINT (-87.65909480291802 41.86330140903392),400091,CHICAGO TECH HS,1301 W 14TH ST,HS,41.86330141,-87.6590948,28
42,POINT (-87.7051078304837 41.88917813530736),610257,MORTON,431 N TROY ST,ES,41.88917814,-87.70510783,23
43,POINT (-87.64133454073053 41.7653349800333),610299,KING ES,644 W 71ST ST,ES,41.76533498,-87.64133454,68
44,POINT (-87.69989559043218 41.870938956577234),609722,MANLEY HS,2935 W POLK ST,HS,41.87093896,-87.69989559,27
45,POINT (-87.71060878865048 41.97150444375455),610212,ALBANY PARK,4929 N SAWYER AVE,ES,41.97150444,-87.71060879,14
46,POINT (-87.68964723523982 41.8159094866974),610174,SHIELDS,4250 S ROCKWELL ST,ES,41.81590949,-87.68964724,58
47,POINT (-87.77912305213582 41.98367169602941),609995,HITCH,5625 N MCVICKER AVE,ES,41.9836717,-87.77912305,10
48,POINT (-87.70313876271742 41.86183619185465),610274,JOHNSON,1420 S ALBANY AVE,ES,41.86183619,-87.70313876,29
49,POINT (-87.79154724940719 41.98296098703244),609734,TAFT HS,6530 W BRYN MAWR AVE,HS,41.98296099,-87.79154725,10
50,POINT (-87.65374921076256 41.70585893636921),609762,JULIAN HS,10330 S ELIZABETH ST,HS,41.70585894,-87.65374921,73
51,POINT (-87.79060442456196 41.77655627006086),610087,BLAIR,6751 W 63RD PL,ES,41.77655627,-87.79060442,64
52,POINT (-87.59165381084247 41.74824699476068),609786,AVALON PARK,8045 S KENWOOD AVE,ES,41.74824699,-87.59165381,45
53,POINT (-87.70779647482752 41.892550173948315),400069,POLARIS,620 N SAWYER AVE,ES,41.89255017,-87.70779647,23
54,POINT (-87.7324430956503 41.90690720588667),610100,WEST PARK,1425 N TRIPP AVE,ES,41.90690721,-87.7324431,23
55,POINT (-87.70207089041902 41.88731991570182),400048,LEARN - EXCEL,3021 W CARROLL AVE,ES,41.88731992,-87.70207089,27
56,POINT (-87.635512810307 41.906599990282025),609926,FRANKLIN,225 W EVERGREEN AVE,ES,41.90659999,-87.63551281,8
57,POINT (-87.5533067102828 41.66248099895514),609944,GRISSOM,12810 S ESCANABA AVE,ES,41.662481,-87.55330671,55
58,POINT (-87.58685459668835 41.79344724373491),609969,HARTE,1556 E 56TH ST,ES,41.79344724,-87.5868546,41
59,POINT (-87.64921669361146 41.758924732511545),610339,STAGG,7424 S MORGAN ST,ES,41.75892473,-87.64921669,68
60,POINT (-87.59625661667712 41.72853414286835),610124,WASHINGTON H ES,9130 S UNIVERSITY AVE,ES,41.72853414,-87.59625662,47
61,POINT (-87.62650132149453 41.738790917320316),400061,PERSPECTIVES - LEADERSHIP HS,8522 S LAFAYETTE AVE,HS,41.73879092,-87.62650132,44
62,POINT (-87.70850768195618 41.856962452056116),400049,LEGACY,3318 W OGDEN AVE,ES,41.85696245,-87.70850768,29
63,POINT (-87.7046185932162 42.0092885578366),609880,DECATUR,7030 N SACRAMENTO AVE,ES,42.00928856,-87.70461859,2
64,POINT (-87.60935721101178 41.775423844377066),610065,TILL,6543 S CHAMPLAIN AVE,ES,41.77542384,-87.60935721,42
65,POINT (-87.69386163538269 41.79993018672596),400084,ACERO - TAMAYO,5135 S CALIFORNIA AVE,ES,41.79993019,-87.69386164,63
66,POINT (-87.6926143988051 41.74536545069096),400031,CICS - WRIGHTWOOD,8130 S CALIFORNIA AVE,ES,41.74536545,-87.6926144,70
67,POINT (-87.57664295114292 41.729692361599135),610350,BLACK,9101 S EUCLID AVE,ES,41.72969236,-87.57664295,48
68,POINT (-87.6804175545629 41.86783228544098),609783,JEFFERSON HS,1100 S HAMILTON AVE,HS,41.86783229,-87.68041755,28
69,POINT (-87.79560407108086 41.931762354689276),610041,LOCKE J,2828 N OAK PARK AVE,ES,41.93176235,-87.79560407,18
70,POINT (-87.63535578864123 41.843980089901585),610217,WARD J,2701 S SHIELDS AVE,ES,41.84398009,-87.63535579,34
71,POINT (-87.70272393872024 41.88731990948972),400165,LEARN - MIDDLE,3021 W CARROLL AVE,ES,41.88731991,-87.70272394,27
72,POINT (-87.73528329703342 41.835281873633164),610385,MULTICULTURAL HS,3120 S KOSTNER AVE,HS,41.83528187,-87.7352833,30
73,POINT (-87.70734534805287 41.75374980253198),610558,GOODE HS,7651 S HOMAN AVE,HS,41.7537498,-87.70734535,70
74,POINT (-87.70733230829421 41.8899772039312),609693,WESTINGHOUSE HS,3223 W FRANKLIN BLVD,HS,41.8899772,-87.70733231,23
75,POINT (-87.56822810166985 41.73333775257231),610002,HOYNE,8905 S CRANDON AVE,ES,41.73333775,-87.5682281,48
76,POINT (-87.71423364671365 41.90450276453562),610021,CASALS,3501 W POTOMAC AVE,ES,41.90450276,-87.71423365,23
77,POINT (-87.73401972966425 41.95893849446322),609798,BELDING,4257 N TRIPP AVE,ES,41.95893849,-87.73401973,16
78,POINT (-87.74673077913604 41.89781906990939),610282,MCNAIR,4820 W WALTON ST,ES,41.89781907,-87.74673078,25
79,POINT (-87.63884270034043 41.73537939015941),610153,RYDER,8716 S WALLACE ST,ES,41.73537939,-87.6388427,71
80,POINT (-87.53757030026819 41.68813693640282),609739,WASHINGTON HS,3535 E 114TH ST,HS,41.68813694,-87.5375703,52
81,POINT (-87.69207693006294 41.82390000056352),610317,BRIGHTON PARK,3825 S WASHTENAW AVE,ES,41.8239,-87.69207693,58
82,POINT (-87.52798507715978 41.70485859136503),610586,SADLOWSKI,3930 E 105TH ST,ES,41.70485859,-87.52798508,52
83,POINT (-87.65353242018865 41.77424645083773),609791,BASS,1140 W 66TH ST,ES,41.77424645,-87.65353242,68
84,POINT (-87.6680769456238 41.883362027006235),400043,HOPE LEARNING ACADEMY,1628 W WASHINGTON,ES,41.88336203,-87.66807695,28
85,POINT (-87.81205403976112 41.97850137693768),610105,ORIOLE PARK,5424 N OKETO AVE,ES,41.97850138,-87.81205404,10
86,POINT (-87.59737971846876 41.78041190513355),400077,U OF C - WOODLAWN HS,6300 S UNIVERSITY AVE,HS,41.78041191,-87.59737972,42
87,POINT (-87.65923928942219 41.9652948171019),400141,YCCS - TRUMAN,1145 W WILSON AVE,HS,41.96529482,-87.65923929,3
88,POINT (-87.65940468444687 41.89354763866712),610529,OGDEN HS,1250 W ERIE ST,HS,41.89354764,-87.65940468,24
89,POINT (-87.69600587941665 41.84794743255508),609921,TELPOCHCALLI,2832 W 24TH BLVD,ES,41.84794743,-87.69600588,30
90,POINT (-87.8029794402888 41.988152506770845),610099,NORWOOD PARK,5900 N NINA AVE,ES,41.98815251,-87.80297944,10
91,POINT (-87.75581325275654 41.89917135566285),609975,HAY,1018 N LARAMIE AVE,ES,41.89917136,-87.75581325,25
92,POINT (-87.66919214533212 42.00268755884796),609733,SULLIVAN HS,6631 N BOSWORTH AVE,HS,42.00268756,-87.66919215,1
93,POINT (-87.62245275190287 41.78982790525835),609844,CARTER,5740 S MICHIGAN AVE,ES,41.78982791,-87.62245275,40
94,POINT (-87.66809931233531 41.73842547802802),609927,FOSTER PARK,8530 S WOOD ST,ES,41.73842548,-87.66809931,71
95,POINT (-87.7724141662811 41.96561907168503),610137,PRUSSING,4650 N MENARD AVE,ES,41.96561907,-87.77241417,15
96,POINT (-87.60503910190107 41.65366345018639),400092,CICS - BOND,13300 S LANGLEY AVE,ES,41.65366345,-87.6050391,54
97,POINT (-87.66117465983102 41.80724155809457),609964,HAMLINE,4747 S BISHOP ST,ES,41.80724156,-87.66117466,61
98,POINT (-87.74253889944016 41.88044718811468),400123,YCCS - SCHOLASTIC ACHIEVEMENT,4651 W MADISON ST,HS,41.88044719,-87.7425389,25
99,POINT (-87.60997887453667 41.74366924214572),609887,DIXON,8306 S SAINT LAWRENCE AVE,ES,41.74366924,-87.60997887,44
100,POINT (-87.66448299828377 41.89528219404516),400053,NOBLE - GOLDER HS,1454 W SUPERIOR ST,HS,41.89528219,-87.664483,24
101,POINT (-87.60743532128018 41.72848063869461),609827,BURNSIDE,650 E 91ST PL,ES,41.72848064,-87.60743532,44
102,POINT (-87.65941897615707 41.87910254299055),610177,SKINNER,1260 W ADAMS ST,ES,41.87910254,-87.65941898,28
103,POINT (-87.54427997625555 41.733324238525874),610200,THORP J,8914 S BUFFALO AVE,ES,41.73332424,-87.54427998,46
104,POINT (-87.7087078007655 41.981315282964545),609749,NORTHSIDE PREP HS,5501 N KEDZIE AVE,HS,41.98131528,-87.7087078,13
105,POINT (-87.65622866743878 41.93412629831848),609773,AGASSIZ,2851 N SEMINARY AVE,ES,41.9341263,-87.65622867,6
106,POINT (-87.67166184963617 41.78204080365567),610391,LINDBLOM HS,6130 S WOLCOTT AVE,HS,41.7820408,-87.67166185,67
107,POINT (-87.69252575096596 41.86025889971045),610131,PLAMONDON,2642 W 15TH PL,ES,41.8602589,-87.69252575,29
108,POINT (-87.63273687421437 41.75734054221515),609971,HARVARD,7525 S HARVARD,ES,41.75734054,-87.63273687,69
109,POINT (-87.59071239556964 41.75954806012057),610047,MADISON,7433 S DORCHESTER AVE,ES,41.75954806,-87.5907124,43
110,POINT (-87.72136351132596 41.95248767022156),610564,DISNEY II HS,3900 N LAWNDALE AVE,HS,41.95248767,-87.72136351,16
111,POINT (-87.69655603217372 41.97575433056618),609817,BUDLONG,2701 W FOSTER AVE,ES,41.97575433,-87.69655603,4
112,POINT (-87.58332767616835 41.760034340143314),400181,ART IN MOTION,7415 S EAST END AVE,HS,41.76003434,-87.58332768,43
113,POINT (-87.84104144264344 41.97371477761895),609874,DIRKSEN,8601 W FOSTER AVE,ES,41.97371478,-87.84104144,76
114,POINT (-87.54292760840421 41.74382852481361),610193,NEW SULLIVAN,8331 S MACKINAW AVE,ES,41.74382852,-87.54292761,46
115,POINT (-87.75752152783723 41.92218115668631),400159,CHRISTOPHER HOUSE,5235 W BELDEN AVE,ES,41.92218116,-87.75752153,19
116,POINT (-87.54461359768162 41.65455814916713),609856,CLAY,13231 S BURLEY AVE,ES,41.65455815,-87.5446136,55
117,POINT (-87.63538476562533 41.901575169944884),609680,PAYTON HS,1034 N WELLS ST,HS,41.90157517,-87.63538477,8
118,POINT (-87.67776098071519 41.90705300511751),610229,PRITZKER,2009 W SCHILLER ST,ES,41.90705301,-87.67776098,24
119,POINT (-87.7195408326251 41.76678528200229),610006,HURLEY,3849 W 69TH PL,ES,41.76678528,-87.71954083,65
120,POINT (-87.66385296310308 41.96230777254513),610355,COURTENAY,4420 N BEACON ST,ES,41.96230777,-87.66385296,3
121,POINT (-87.61584209880387 41.77416954865603),400129,YCCS - PROGRESSIVE LEADERSHIP,6620 S DR MARTIN LUTHER KING JR DR,HS,41.77416955,-87.6158421,69
122,POINT (-87.65230159447606 41.858064777189085),610015,JUNGMAN,1746 S MILLER ST,ES,41.85806478,-87.65230159,31
123,POINT (-87.75044473104991 41.884876398496694),610183,SPENCER,214 N LAVERGNE AVE,ES,41.8848764,-87.75044473,25
124,POINT (-87.67369603171086 41.90291445732429),610520,LASALLE II,1148 N HONORE ST,ES,41.90291446,-87.67369603,24
125,POINT (-87.61979634571998 41.823879968183725),609727,PHILLIPS HS,244 E PERSHING RD,HS,41.82387997,-87.61979635,35
126,POINT (-87.68854925524502 41.78431328156345),610077,MORRILL,6011 S ROCKWELL ST,ES,41.78431328,-87.68854926,66
127,POINT (-87.64041364557241 41.71118362303717),609917,FERNWOOD,10041 S UNION AVE,ES,41.71118362,-87.64041365,73
128,POINT (-87.62633828219089 41.88274025791457),400098,NOBLE - MUCHIN HS,1 N STATE ST,HS,41.88274026,-87.62633828,32
129,POINT (-87.73067837613658 41.95046050624062),610515,DISNEY II ES,3815 N KEDVALE AVE,ES,41.95046051,-87.73067838,16
130,POINT (-87.58072902766376 41.73922635527136),609833,CALDWELL,8546 S CREGIER AVE,ES,41.73922636,-87.58072903,45
131,POINT (-87.67193897620137 42.021090558015246),609933,GALE,1631 W JONQUIL TER,ES,42.02109056,-87.67193898,1
132,POINT (-87.60492543043776 41.80417379176833),610143,REAVIS,834 E 50TH ST,ES,41.80417379,-87.60492543,39
133,POINT (-87.6889539419372 41.791012839006896),609709,GAGE PARK HS,5630 S ROCKWELL ST,HS,41.79101284,-87.68895394,63
134,POINT (-87.69694138617123 41.91250548390753),610076,MOOS,1711 N CALIFORNIA AVE,ES,41.91250548,-87.69694139,24
135,POINT (-87.6954300138009 41.854664656297814),400135,YCCS - LATINO YOUTH,2001 S CALIFORNIA AVE,HS,41.85466466,-87.69543001,30
136,POINT (-87.6206234362634 41.718372346369094),609710,HARLAN HS,9652 S MICHIGAN AVE,HS,41.71837235,-87.62062344,49
137,POINT (-87.64456122230816 41.941636554885626),610094,NETTELHORST,3252 N BROADWAY ST,ES,41.94163655,-87.64456122,6
138,POINT (-87.69095743847903 41.76498802988509),400176,CAMELOT - EXCEL SOUTHWEST HS,7050 S WASHTENAW AVE,HS,41.76498803,-87.69095744,66
139,POINT (-87.68193804931478 41.89956577566966),609863,COLUMBUS,1003 N LEAVITT ST,ES,41.89956578,-87.68193805,24
140,POINT (-87.6340858560291 41.77077979594717),610112,PARKER,6800 S STEWART AVE,ES,41.7707798,-87.63408586,68
141,POINT (-87.70523452592855 41.87724835300852),400011,LOCKE A,3141 W JACKSON BLVD,ES,41.87724835,-87.70523453,27
142,POINT (-87.63016447884766 41.725609216477125),609895,TURNER-DREW,9300 S PRINCETON AVE,ES,41.72560922,-87.63016448,49
143,POINT (-87.6913325114168 41.96436540416368),610220,WATERS,4540 N CAMPBELL AVE,ES,41.9643654,-87.69133251,4
144,POINT (-87.69026083875755 41.79404805137407),610249,TALMAN,5450 S TALMAN AVE,ES,41.79404805,-87.69026084,63
145,POINT (-87.6338063309479 41.84995831625672),609959,HAINES,247 W 23RD PL,ES,41.84995832,-87.63380633,34
146,POINT (-87.71165422585784 41.869328077274616),400118,NOBLE - DRW HS,931 S HOMAN AVE,HS,41.86932808,-87.71165423,29
147,POINT (-87.79866892055927 41.94911438709329),609810,BRIDGE,3800 N NEW ENGLAND AVE,ES,41.94911439,-87.79866892,17
148,POINT (-87.67149236961689 41.829669281398196),609952,GREENE,3525 S HONORE ST,ES,41.82966928,-87.67149237,59
149,POINT (-87.71689166479725 41.91761651455697),609930,FUNSTON,2010 N CENTRAL PARK AVE,ES,41.91761651,-87.71689166,22
150,POINT (-87.6952593685326 41.866435252161885),609851,CHALMERS,2745 W ROOSEVELT RD,ES,41.86643525,-87.69525937,29
151,POINT (-87.5947520720136 41.792347880978134),610142,RAY,5631 S KIMBARK AVE,ES,41.79234788,-87.59475207,41
152,POINT (-87.5879276414851 41.74317942055832),400023,CICS - AVALON/SOUTH SHORE,1501 E 83RD PL,ES,41.74317942,-87.58792764,45
153,POINT (-87.65716920536808 41.78468086134213),609869,LANGFORD,6010 S THROOP ST,ES,41.78468086,-87.65716921,67
154,POINT (-87.67819525963057 41.87880880875971),400097,NOBLE - BULLS HS,2040 W ADAMS ST,HS,41.87880881,-87.67819526,28
155,POINT (-87.69702979922428 41.77388108023035),610053,MARQUETTE,6550 S RICHMOND ST,ES,41.77388108,-87.6970298,66
156,POINT (-87.5732675156717 41.73717393436812),609674,CHICAGO VOCATIONAL HS,2100 E 87TH ST,HS,41.73717393,-87.57326752,45
157,POINT (-87.72554564271763 41.84008042725132),610227,WHITNEY,2815 S KOMENSKY AVE,ES,41.84008043,-87.72554564,30
158,POINT (-87.7125825776671 41.98155713878019),610127,PETERSON,5510 N CHRISTIANA AVE,ES,41.98155714,-87.71258258,13
159,POINT (-87.6216526075729 41.68541840046582),609900,CURTIS,32 E 115TH ST,ES,41.6854184,-87.62165261,49
160,POINT (-87.69918700902616 41.88294992462369),610251,CATHER,2908 W WASHINGTON BLVD,ES,41.88294992,-87.69918701,27
161,POINT (-87.72888429293121 41.77530538740298),610291,LEE,6448 S TRIPP AVE,ES,41.77530539,-87.72888429,65
